stop_id,stop_name,stop_lat,stop_lon,stop_desc
1,COLABA BUS STN.,18.9118892648,72.8230460117,Marathi:कोलाबा बस स्थानक Road:SHAHID BHAGATSINGH MARG Area:COLABA
2,SASOON DOCK,18.9145231799,72.8246617793,Marathi:ससुन गोदाम Road:SHAHID BHAGATSINGH MARG Area:COLABA
3,STRAND CINEMA,18.9173370318,72.8273949847,Marathi:स्ट्रँड सिनेमा Road:SHAHID BHAGATSINGH MARG Area:COLABA
4,COLABA DEPOT,18.9128801073,72.8228241772,Marathi:कुलाबा आगार Road:SHAHID BHAGATSINGH MARG Area:COLABA
5,DR.SHYAMAPRASAD MUKHERJI CHK.,18.9256313577,72.8318061063,Marathi:डॉ. एस.पी.मुखर्जी चौक/म्युझियम Road:MAHATMA GANDHI MARG Area:COLABA
6,HUTATMA CHK./MUMBAI UNIVERSITY,18.9280061692,72.8313447664,Marathi: Road:MAHATMA GANDHI MARG Area:FORT
7,HUTATMA CHK.,18.9264391247,72.8297885331,Marathi:हुतात्मा चौक Road:KARMAVEER BHAURAO PATIL MARG Area:FORT
8,KHADI BHANDAR,18.9364462942,72.8338694154,Marathi:खादि भंडार Road:DADABHAI NAVROJI MARG Area:FORT
9,CHH. SHIVAJI TERMINUS,18.9409747781,72.8345966953,Marathi:मुंबई छ.शि.ट Road:DADABHAI NAVROJI MARG Area:FORT
10,MAHATMA PHULE MARKET,18.9451049251,72.8340495246,Marathi:महात्मा फुले बाजार Road:DADABHAI NAVROJI MARG Area:BHENDI BAZAAR
11,CHAKALA MARKET,18.9488290732,72.8349614757,Marathi:चकाला मार्केट Road:MOHAMMED ALI MARG Area:MAHATMA PHULE MARKET
12,ZAKERIA MASJID,18.9530445124,72.8338805984,Marathi:झाकेरीया मस्जिद Road:MOHAMMED ALI MARG Area:BHENDI BAZAAR
13,MINARA MASJID,18.9569796797,72.8324043229,Marathi:मिनारा मस्जीद Road:MOHAMMED ALI MARG Area:MASJID BUNDER
14,JOHAR CHK.,18.9584832148,72.8317793664,Marathi:जोहार चौक Road:SIR EBRAHIM RAHIMTULLA MARG Area:BHENDI BAZAAR
15,DR.M.IQBAL CHK.,18.9618113458,72.8320368584,Marathi:डा. एम.इकबाल चौक Road:SIR J.J.MARG Area:BHENDI BAZAAR
16,NEW NAGPADA,18.9681527406,72.8329718705,Marathi:न्यु नागपाडा Road:BALWANTSINGH DHODI MARG Area:NAGPADA
17,A.H.ANSARI CHK./ NEW NAGPADA,18.9670470233,72.8328077148,Marathi:ए. एच. अन्सारी चौक Road:SIR J.J.MARG Area:NAGPADA
18,BYCULLA STN(E),18.9766247816,72.8332814034,Marathi:भायखळा स्थानक (पू) Road:DR.BABASAHEB AMBEDKAR MARG Area:BYCULLA (E)
19,JIJAMATA UDN.,18.98102,72.8346,Marathi:जिजामाता उद्यान Road:DR.BABASAHEB AMBEDKAR MARG Area:BYCULLA (E)
20,JAIHIND CINEMA,18.9855509964,72.8356015161,Marathi:जयहिंद सिनेमा Road:DR.BABASAHEB AMBEDKAR MARG Area:KALA CHOWKY
21,SHANTARAM PUJARE CHK.,18.9883104664,72.8358590082,Marathi: Road:DR.BABASAHEB AMBEDKAR MARG Area:KALA CHOWKY
22,SANT JAGNADE CHK.,18.9910708053,72.8356901624,Marathi:संत जगनाडे चौक Road:DR.BABASAHEB AMBEDKAR MARG Area:LALBAUG
23,BHARATMATA CINEMA,18.9966634532,72.8366944146,Marathi:भारतमाता सिनेमा Road:DR.BABASAHEB AMBEDKAR MARG Area:PAREL
24,PAREL WORKSHOP,19.0013298657,72.8378102136,Marathi:परेल वर्कशाप Road:DR.BABASAHEB AMBEDKAR MARG Area:PAREL
25,MADKEBUWA CHK.,19.0053063574,72.8396126581,Marathi:मडकेबुवा चौक Road:DR.BABASAHEB AMBEDKAR MARG Area:PAREL
26,HINDMATA CINEMA,19.0083495266,72.8413721872,Marathi:हिंदमाता सिनेमा Road:DR.BABASAHEB AMBEDKAR MARG Area:DADAR (E)
28,CHITRA CINEMA,19.0136151515,72.844661453,Marathi:चित्रा सिनेमा Road:DR.BABASAHEB AMBEDKAR MARG Area:DADAR (E)
29,KHODADAD CIRCLE,19.0165828703,72.8468455985,Marathi:खोदादाद सर्कल Road:DR.BABASAHEB AMBEDKAR MARG Area:DADAR (E)
30,VEER KOTWAL UDN. (PLAZA),19.0216857288,72.842245956,Marathi:विर कोतवाल उद्यान/ दादर स्थानक/ प्लाझा Road:N.C.KELKAR MARG Area:DADAR (W)
31,RAM GANESH GADKARI CHK.,19.0251271702,72.8404614906,Marathi:राम गणेश गडकरी चौक (शिवाजी पार्क) Road:LADY JAMSHEDJI MARG Area:SHIVAJI PARK
32,CITYLIGHT CINEMA,19.0302593381,72.8417167644,Marathi:सिटीलाईट सिनेमा Road:LADY JAMSHEDJI MARG Area:DADAR (W)
33,SHITALADEVI TEMPLE,19.0347321062,72.8423390369,Marathi:शितलादेवी मंदिर Road:LADY JAMSHEDJI MARG Area:MAHIM
36,MAHIM BUS STN.,19.042929316,72.8405178289,Marathi:माहिम बस स्थानक Road:MORI ROAD Area:MAHIM
37,R.C.CHURCH,18.8966184798,72.8114438533,Marathi:आर.सी.चर्च Road:NANABHAI MOOS MARG Area:COLABA
39,PILOT BUNDER,18.9038658512,72.8156280994,Marathi:पायल Road:NANABHAI MOOS MARG Area:COLABA
40,AFGHAN CHURCH,18.9062909571,72.8165447284,Marathi:अफगान चर्च Road:NANABHAI MOOS MARG Area:COLABA
41,COLABA BUS STN.,18.912522949,72.8224455882,Marathi: Road:SHAHID BHAGATSINGH MARG Area:COLABA
42,KHADI BHANDAR,18.9356910915,72.8334011266,Marathi: Road:DADABHAI NAVROJI MARG Area:FORT
43,JIJAMATA UDN.,18.9784882913,72.8337727019,Marathi: Road:DR.BABASAHEB AMBEDKAR MARG Area:BYCULLA (E)
44,MAHIM,19.04012,72.84161,Marathi:माहिम Road:LADY JAMSHEDJI MARG Area:MAHIM
45,TELEPHONE EXCHANGE,19.0512020027,72.8358937418,Marathi:टेलीफोन एक्सचेंज बांद्रा Road:KRISHANCHAND MARG Area:BANDRA (W)
46,AKSHAYA,19.0520944249,72.8323961412,Marathi:अक्षया (बांद्रा) Road:KRISHANCHAND MARG Area:BANDRA (W)
47,PARIJAT,19.0509383316,72.8299714242,Marathi:पारिजात बांद्रा Road:KRISHANCHAND MARG Area:BANDRA (W)
48,UNIT TRUST OF INDIA,19.0497416652,72.8282118951,Marathi:युनीट ट्रस्ट आफ इंडिया Road:KRISHANCHAND MARG Area:BANDRA (W)
49,BND RECLAMATION BUS STN.,19.0479973563,72.8270317232,Marathi:बांद्रा रिक्लेमेशन बस स्थानक Road:KRISHANCHAND MARG Area:BANDRA (W)
50,MANTRALAYA,18.9286867079,72.8246703809,Marathi:मंत्रालय Road:J.TATA MARG Area:MANTRALAYA
53,SWAMI D.SARASWATI CHK.,18.9345004013,72.8371137225,Marathi: Road:MINT MARG Area:FORT
55,COM.GULABRAO GANACHARYA CHK.,18.990566315,72.8315282344,Marathi:एन.एम जोशी  मार्ग पोलिस स्टेशन Road:SANE GURUJI MARG Area:ARTHUR ROAD
54,N.M.JOSHI MARG POLICE STN.,18.9863670871,72.8316745739,Marathi:कॉमरेड.गुलाबराव गणाचार्या चौक Road:N.M.JOSHI MARG Area:DELISLE ROAD
56,LOWER PAREL STN.,18.9958061405,72.831334856,Marathi:लोअर परेल स्थानक Road:N.M.JOSHI MARG Area:LOWER PAREL
57,DEEPAK CINEMA,19.005769303,72.8309059099,Marathi:दिपक सिनेमा Road:N.M.JOSHI MARG Area:ELPHINSTONE ROAD
60,JAKHADEVI/ DADAR POLICE STN.,19.0133907494,72.8336954593,Marathi:जखादेवी Road:GOKHALE MARG Area:PRABHADEVI
62,KALA NGR.,19.0531099866,72.8470974172,Marathi:कला नगर Road:DHARAVI- BANDRA LINK ROAD Area:BANDRA (E)
63,KHERWADI JN.,19.0616975349,72.8462830433,Marathi:खेत वाडी Road:SIR ALIYAWAR JUNG MARG Area:BANDRA (E)
64,CARDINAL G.SCHOOL/TEACHER'S CLY.,19.0707817368,72.846843506,Marathi:कार्डीनल ग्रेसिअस स्कुल/ टिचर्स वसाहत Road:SIR ALIYAWAR JUNG MARG Area:KHAR (E)
66,VILE PARLE SUB-WAY,19.0913002166,72.8445839533,Marathi:विलेपार्ले सब-वे Road:SIR ALIYAWAR JUNG MARG Area:VILE PARLE (E)
67,GUJRAT SCTY./DAYALDAS RD.,19.0971751766,72.8504968165,Marathi:गुजरात सोसायटी/ द्यालदास रोड  Road:JAWAHARLAL NEHRU MARG Area:VILE PARLE (E)
68,SATHE COLLEGE,19.0983715005,72.8460121631,Marathi:साठे महाविद्यालय Road:JAWAHARLAL NEHRU MARG Area:VILE PARLE (E)
70,HANUMAN SCTY.BLDG NO.5,19.1037244372,72.8514194965,Marathi:हनुमान सोसायटी बिल्डिंग न.5 Road:HANUMAN ROAD Area:VILE PARLE (E)
71,MATRUCHAYA,19.1036230575,72.8502393245,Marathi:मात्रुछाया Road:HANUMAN ROAD Area:PARLE (E)
72,SUBHASH MARG,19.1037649891,72.8533077716,Marathi:सुभाष मार्गपार्ले Road:SUBHASH MARG Area:PARLE (E)
73,GARWARE CHK./ KOLDONGRI NO.2,19.1100458671,72.8517662203,Marathi: Road:SWAMI NITYANAND MARG Area:ANDHERI (E)
74,SHIVAJI CHK.,19.1113885678,72.8500032901,Marathi:शिवाजी चौक अंधेरी Road:SWAMI NITYANAND MARG Area:ANDHERI (E)
75,VIJAY NGR.SCTY.,19.1152407744,72.8473639964,Marathi:विजय नगर सोसायटी अंधेरी Road:SWAMI NITYANAND MARG Area:ANDHERI (E)
76,AGARKAR CHK.,19.119822756,72.8487587451,Marathi:आगरकर चौक Road:SWAMI NITYANAND MARG Area:ANDHERI (E)
77,BYCULLA STN.(W),18.9742858639,72.8320587558,Marathi:भायखळा स्थानक (प) Road:N.M.JOSHI MARG Area:BYCULLA (W)
78,PAREL S.T.DEPOT/SANT ROHIDAS CHK.,19.0093130135,72.8332019328,Marathi:परल एस.टी. आगार/ संत रोहिदास चौक Road:SENAPATI BAPAT MARG Area:ELPHINSTONE ROAD
79,VAKOLA POLICE STN.,19.0809465335,72.8468108817,Marathi:वाकोला पोलिस स्टेशन Road:SIR ALIYAWAR JUNG MARG Area:SANTACRUZ (E)
80,PARLE TILAK SCHOOL,19.1034000218,72.848372507,Marathi:पार्ले टिळक शाळा Road:HANUMAN ROAD Area:VILE PARLE (E)
82,PAREL S.T.DEPOT/SANT ROHIDAS CHK.,19.0099824994,72.8311849116,Marathi: Road:N.M.JOSHI MARG Area:ELPHINSTONE ROAD
83,P.THAKRE CHK.,19.0215459211,72.8373861789,Marathi:प्रबोधन ठाकरे चौक Road:GOKHALE MARG Area:DADAR (W)
86,NAV SCTY.,19.1003585957,72.8530610084,Marathi:एन.ए.व्हि. सोसायटी Road:SANT JANABAI MARG Area:PARLE (E)
87,NAVY NGR.,18.9079393907,72.8059461549,Marathi:नेव्ही नगर कोलाबा Road:DR.HOMI BHABHA MARG Area:COLABA
89,DHOBI GHAT(NAVY NGR.),18.9071273957,72.8122976258,Marathi:धोबी घाट (कोलाबा) Road:DR.HOMI BHABHA MARG Area:COLABA
91,LION'S GATE,18.9280089383,72.8339898544,Marathi:लायन्स गेट Road:SHAHID BHAGATSINGH MARG Area:FORT
92,OLD CUSTOM HOUSE,18.9308911427,72.8356206375,Marathi:ओल्ड कस्टम हाउस Road:SHAHID BHAGATSINGH MARG Area:FORT
93,NEW CUSTOM HOUSE,18.9339820113,72.8398293833,Marathi:न्यु कस्टम हाउस Road:SHOORJI VALLABHDAS MARG Area:FORT
94,FOREIGN POST OFFICE,18.9354492647,72.8404718482,Marathi: Road:SHIVSAGAR RAMGULARAM MARG Area:FORT
96,CHH. SHIVAJI TERMINUS(GPO),18.9453724522,72.8396117645,Marathi: Road:P.D'MELLO MARG Area:FORT
98,ST.MARY'S HIGH SCHOOL,18.9694839928,72.8361896629,Marathi:संत.मेरी विद्यालय Road:BALWANTSINGH DHODI MARG Area:NAGPADA
99,MAZGAON COURT,18.9687940517,72.838936245,Marathi:माझगाव न्यायालय Road:BALWANTSINGH DHODI MARG Area:MAZGAON
100,MAHARANA PRATAP CHK.,18.968750325,72.8401937201,Marathi:महाराना प्रताप चौक माझगाव Road:BALWANTSINGH DHODI MARG Area:MAZGAON
101,ANJEERWADI,18.9724254728,72.8404308091,Marathi:अंजीर वाडी Road:MASCARENHES MARG Area:MAZGAON
102,MUSTAFA BAZAR/SAVLYA TANDEL CHK.,18.9762817899,72.8402344341,Marathi:मुस्ताफा बाजार / सावल्या तांदेळ चौक Road:SANT SAWATA MARG Area:MAZGAON
103,BYCULLA STN.- E(GLORIA CHURCH),18.9755208563,72.8340546246,Marathi: Road:SANT SAWATA MARG Area:BYCULLA (E)
105,ROBERT GOMES CHK.,18.9811719739,72.8354279156,Marathi:रोबर्ट गोम्स चौक भायखळा Road:DADOJI KONDDEO MARG Area:BYCULLA (E)
106,MASIANA HOSP/RUSTOM BAUG,18.9759977084,72.8375307674,Marathi:मसिना हॉस्पिटल / रुस्तोम बाग Road:SANT SAWATA MARG Area:BYCULLA (E)
107,P.MOHD.RAFI CHK.,19.0521364408,72.8380851949,Marathi: Road:SWAMI VIVEKANAND MARG Area:BANDRA (W)
108,BANDRA TALKIES/SHROFF EYE HOSPITAL,19.060668892,72.8370565687,Marathi:बांद्रा टॉकिज Road:SWAMI VIVEKANAND MARG Area:BANDRA (W)
109,KHAR,19.0691726662,72.8336219991,Marathi:खार Road:VITHALBHAI PATEL MARG Area:KHAR (W)
110,ST.TERESA CONVENT SCHOOL,19.075500175,72.8375026265,Marathi:संत. टेरेसा कॉन्व्हेंट स्कुल Road:SWAMI VIVEKANAND MARG Area:KHAR (W)
111,SANTACRUZ STN.RD.,19.0810769173,72.837867407,Marathi: Road:SWAMI VIVEKANAND MARG Area:SANTACRUZ (W)
112,KHIRA NGR.,19.0875948013,72.838074815,Marathi:खिरा नगर Road:SWAMI VIVEKANAND MARG Area:SANTACRUZ (W)
113,SANTACRUZ DEPOT,19.0901111788,72.8381355963,Marathi:सांताक्रुझ आगार Road:SWAMI VIVEKANAND MARG Area:SANTACRUZ (W)
114,NANAVATI HOSPITAL,19.0933992552,72.8395178434,Marathi:नानावटी हॉस्पिटल Road:SWAMI VIVEKANAND MARG Area:VILE PARLE (W)
115,VILE PARLE,19.1006552029,72.8393372259,Marathi:विलेपार्ले Road:SWAMI VIVEKANAND MARG Area:VILE PARLE (W)
116,ERLA,19.1083600265,72.8405817709,Marathi:येरला Road:SWAMI VIVEKANAND MARG Area:VILE PARLE (W)
118,SHOPPERS STOP,19.1153096646,72.8432075787,Marathi:शॉपर्स स्टॉप अंधेरी Road:SWAMI VIVEKANAND MARG Area:ANDHERI (W)
119,ANDHERI STN.(W),19.1199165888,72.8454312048,Marathi:अंधेरी स्टेशन (प) Road:SWAMI VIVEKANAND MARG Area:ANDHERI (W)
120,ANDHERI MARKET,19.1221491076,72.8463060133,Marathi:अंधेरी मार्केट Road:SWAMI VIVEKANAND MARG Area:ANDHERI (W)
121,AMBOLI NAKA,19.1273289538,72.847175049,Marathi:आंबोली नाका Road:SWAMI VIVEKANAND MARG Area:ANDHERI (W)
122,JOGESHWARI BUS STN,19.1335425275,72.847619223,Marathi:जोगेश्वरी बस स्थानक Road:SWAMI VIVEKANAND MARG Area:JOGESHWARI (W)
123,JOGESHWARI TEL.EXCH.,19.1431894578,72.8428991995,Marathi:जोगेश्वरी दुरध्वनी केंद्र Road:SWAMI VIVEKANAND MARG Area:JOGESHWARI (W)
124,AJIT GLASS FACTORY,19.1468710202,72.8430551759,Marathi:अजित ग्लास कारखाना Road:SWAMI VIVEKANAND MARG Area:GOREGAON (W)
125,OSHIWARA BRIDGE,19.1502252059,72.8431820544,Marathi:ओशिवारा ब्रिज Road:SWAMI VIVEKANAND MARG Area:OSHIWARA
126,BEST NGR.,19.1530830382,72.8409788412,Marathi:बे.स्ट नगर Road:PRABODHANKAR KRIDA BHAVAN MARG Area:GOREGAON (W)
128,OSHIWARA DEPOT,19.1509965982,72.8358283704,Marathi:गोरेगाव / ओशिवारा आगार Road:LINK ROAD Area:OSHIWARA
130,K.C.COLLEGE,18.929281524,72.8281831323,Marathi:के.सी. कॉलेज Road:MAHARSHI KARVE MARG Area:MANTRALAYA
131,AHILYABAI HOLKAR CHK.,18.9325696437,72.828140217,Marathi:अहिल्याबाइ होळकर चौक Road:MAHARSHI KARVE MARG Area:CHURCHGATE
132,SANTACRUZ POLICE STN,19.0842113781,72.8345156356,Marathi:सांताक्रुझ पोलिस स्टेशन Road:VITHALBHAI PATEL MARG Area:SANTACRUZ (W)
134,JUHU KOLIWADA,19.0858727048,72.8281332369,Marathi:जुहु कोळीवाडा Road:JUHU MARG Area:JUHU
135,JUHU TARA,19.0900311589,72.8274989768,Marathi:जुहु तारा Road:JUHU TARA MARG Area:JUHU
136,ROYAL HOTEL,19.0922399166,72.8279186602,Marathi:रॉयल होटेल जुहु Road:JUHU TARA MARG Area:SANTACRUZ (W)
137,JUHU BEACH,19.0980391385,72.8268457766,Marathi:जुहु बिच Road:JUHU TARA MARG Area:JUHU
139,DR.AMBEDKAR STATUE,18.9263181015,72.8297924577,Marathi:डॉ. आंबेडकर पुतळा (चर्चगेट) Road:KARMAVEER BHAURAO PATIL MARG Area:MANTRALAYA
140,MUMBAI GYMKHANA,18.9367503189,72.8305965787,Marathi:मुंबई जिमखाना Road:MAHATMA GANDHI MARG Area:FORT
142,KALBADEVI,18.9472502824,72.8288825806,Marathi:कालबा देवी Road:KALBADEVI MARG Area:BHULESHWAR
143,SWADESHI MARKET,18.9497161128,72.8287752923,Marathi:स्वदेशी मार्केट  Road:KALBADEVI MARG Area:DHOBITALAO
144,BHULESHWAR,18.9525979425,72.8295477685,Marathi:भुलेश्वर Road:KALBADEVI MARG Area:BHULESHWAR
145,VIJAY VALLABH CHK.,18.9552794954,72.8321059617,Marathi:विजर वल्लभ चौक Road:SIR EBRAHIM RAHIMTULLA MARG Area:BHENDI BAZAAR
146,NEW NAGPADA,18.9688832693,72.8330791588,Marathi: Road:BALWANTSINGH DHODI MARG Area:NAGPADA
147,RUIA COLLEGE,19.0218525295,72.8508539417,Marathi:रुइया कॉलेज Road:DR.BABASAHEB AMBEDKAR MARG Area:DADAR (E)
148,JAGATDEV.N.VARMA CHK/KAPOLE NIWAS,19.0230088253,72.8517122486,Marathi:कपोल निवास / जे. न. वर्मा चौक Road:DR.BABASAHEB AMBEDKAR MARG Area:KINGS CIRCLE
149,MAHESHWARI UDN.,19.0268913676,72.855319674,Marathi:महेश्वरी उद्यान Road:DR.BABASAHEB AMBEDKAR MARG Area:KINGS CIRCLE
150,GANDHI MARKET,19.0300978264,72.8579899787,Marathi:गांधी मार्केट माटुंगा Road:RASHTRASEVIKA LAXMIBAI KELKAR MARG Area:KINGS CIRCLE
151,LOKMANYA TILAK HOSPITAL,19.0364333987,72.8603593658,Marathi:लोकमान्य टिळक हॉस्पीटल Road:RASHTRASEVIKA LAXMIBAI KELKAR MARG Area:SION (E)
152,JAIN SCTY.,19.0388187232,72.8614136529,Marathi:जैन सोसायटी Road:RASHTRASEVIKA LAXMIBAI KELKAR MARG Area:SION (E)
153,RANI LAXMIBAI CHK.(NEAR RD NO.1),19.0452499966,72.8651568411,Marathi: Road:VASANTRAO NAIK MARG Area:SION (E)
154,RANI LAXMIBAI CHK.,19.0439417564,72.8643607675,Marathi: Road:VASANTRAO NAIK MARG Area:SION (E)
156,CHUNABHATTI,19.0520127947,72.8675204409,Marathi:चुनाभट्टी Road:N.S.MANKIKAR MARG Area:CHUNABHATTI
157,CHUNABHATTI BUS TERMINUS,19.0515318033,72.8688013219,Marathi:चुना भट्टी बस टर्मिनस Road:CHUNABHATTI STATION ROAD Area:CHUNABHATTI
159,CHUNABHATTI PHATAK,19.0532195859,72.8693872584,Marathi: Road:VITHAL NARAYAN PURAV MARG Area:CHUNABHATTI
160,TATA CLY.,19.0528646482,72.8733998431,Marathi:टाटा वसाहत चुनाभट्टी Road:VITHAL NARAYAN PURAV MARG Area:CHUNABHATTI
161,SHIVSHRUSTI,19.0545094486,72.8817515577,Marathi:शिव स्रुष्टी Road:SHIVSHRUSTI MARG Area:KURLA (E)
163,NAIK NGR.,19.0576097187,72.8849769365,Marathi:नाईक नगर Road:SHIVSHRUSTI MARG Area:KURLA (E)
164,KAMGAR NGR.,19.060408555,72.8848481904,Marathi:कामगार नगर Road:S.G.BARVE MARG Area:KURLA (E)
165,NEHRU NGR.,19.0620206434,72.8834356761,Marathi:नेहरु नगर Road:S.G.BARVE MARG Area:KURLA (E)
166,NEHRU NGR.BLDG. NO 36,19.063166519,72.8807641959,Marathi: Road:*NAME TO BE CONFIRMED Area:KURLA (E)
167,NEHRU NGR./ SHANTARAM RAUT CHK.,19.0611891181,72.8800775504,Marathi: Road:*NAME TO BE CONFIRMED Area:KURLA (E)
168,NEHRU NGR.MUNICIPAL SCHOOL,19.0611688369,72.8821267581,Marathi: Road:*NAME TO BE CONFIRMED Area:KURLA (E)
169,KURLA BUS STN (E),19.0650032738,72.8807763647,Marathi:कुर्ला बस स्टेशन (पू) Road:S.G.BARVE MARG Area:KURLA (E)
170,EVERARD NGR.,19.0507964755,72.8752883027,Marathi:भायखळा स्थानक (प) Road:VASANTRAO NAIK MARG Area:CHUNABHATTI
171,PRIYADARSHANI,19.0529033368,72.8800575088,Marathi:प्रियदर्शनी चुनाभट्टी Road:VASANTRAO NAIK MARG Area:CHUNABHATTI
173,LOKSHAHIR SATHE UDN./SUMAN NGR.,19.0536293719,72.8858287112,Marathi:सुमन नगर Road:VITHAL NARAYAN PURAV MARG Area:CHEMBUR (E)
174,UMARSHI BAPPA CHK.,19.054061719,72.8895960962,Marathi:उमर्शी बाप्पा चौक Road:VITHAL NARAYAN PURAV MARG Area:CHEMBUR (E)
175,BHAKTI BHAVAN,19.0524751367,72.8912170111,Marathi:भक्ती भवन Road:HEMU KALANI MARG NO.4 Area:CHEMBUR (W)
176,BASANT PARK,19.0503103152,72.8936021836,Marathi:चेंबुर वसाहत Road:RAMKRISHNA CHEMBURKAR MARG Area:CHEMBUR (E)
177,NAVJEEVAN SCTY.,19.0479372475,72.8933446916,Marathi:नवजीवन सोसायटी Road:RAMKRISHNA CHEMBURKAR MARG Area:CHEMBUR (E)
178,CHEMBUR CLY.,19.0461469632,72.8932340323,Marathi:चेंबुर वसाहत Road:RAMKRISHNA CHEMBURKAR MARG Area:CHEMBUR (E)
179,MARAWALI CHURCH,19.0420743965,72.8933417269,Marathi:मारवळी चौक Road:RAMKRISHNA CHEMBURKAR MARG Area:CHEMBUR (E)
180,AZIZ BAUG,19.0378270274,72.8948623173,Marathi:अझीझ बाग Road:RAMKRISHNA CHEMBURKAR MARG Area:CHEMBUR (W)
181,VASHI NAKA,19.032979078,72.8962356083,Marathi:वाशी नाका Road:RAMKRISHNA CHEMBURKAR MARG Area:CHEMBUR (E)
182,SHANKAR MANDIR,19.0291748332,72.8971347783,Marathi:शंकर मंदिर Road:RAMKRISHNA CHEMBURKAR MARG Area:CHEMBUR (E)
184,CALICO CHEMICALS,19.0230080581,72.8979930852,Marathi:कॅलीको मिल्स Road:BHIKAJI DAMAJI PATIL MARG Area:CHEMBUR (W)
185,B.D.PATIL MARG / HPCL,19.0260812444,72.8975950422,Marathi:बि.डी.पाटिल मार्ग / एच.पी.सि.ल (चेंबुर) Road:BHIKAJI DAMAJI PATIL MARG Area:ANUSHAKTI NAGAR
186,BHARAT PETROLEUM,19.0090620622,72.8990328592,Marathi:भारत पेट्रोलिअम चेंबुर Road:BHIKAJI DAMAJI PATIL MARG Area:CHEMBUR (E)
187,GAWANGAON/REFINERIES,19.0201808526,72.8980037923,Marathi:गवानगाव / रिफायनरिज Road:BHIKAJI DAMAJI PATIL MARG Area:CHEMBUR (E)
188,LUBE INDIA CO.,19.0145801767,72.898260383,Marathi:लुबे इंडिया कंपनी Road:BHIKAJI DAMAJI PATIL MARG Area:CHEMBUR (E)
189,TATA POWER CENTRE(CHEMBUR),19.0313378692,72.8968021626,Marathi:टाटा पावर स्टेशन Road:BHIKAJI DAMAJI PATIL MARG Area:CHEMBUR (E)
191,DHANMILL NAKA,19.008643525,72.8308201312,Marathi:धनमील नाका Road:N.M.JOSHI MARG Area:ELPHINSTONE ROAD
192,H.P.NGR.,19.0277135905,72.8914793404,Marathi:एच.पी. नगर Road:MAHUL MARG Area:MAHUL
193,ACHARYA VIDYANIKETAN,19.0265776128,72.8901918801,Marathi:आचार्य विद्यानिकेतन Road:MAHUL MARG Area:MAHUL
194,WADALA RD.,19.0215872124,72.8901370118,Marathi:वडाळा  रोड माहुल Road:MAHUL MARG Area:MAHUL
195,MAZGAON DOCK,19.0243663703,72.8900082657,Marathi:माझगाव डॉक(माहुल) Road:MAHUL MARG Area:MAHUL
196,MAHUL VILLAGE,19.0146898313,72.8880127022,Marathi:माहुल गाव Road:MAHUL MARG Area:MAHUL
197,CHEMBUR NAKA/SWAMI VIVEKANAND CHK.,19.0540567684,72.8948291035,Marathi:चेबुर नाका / स्वामी विवेकानंद चौक Road:VITHAL NARAYAN PURAV MARG Area:CHEMBUR (E)
198,SANDUWADI,19.0532170246,72.8977974476,Marathi:सांडु वाडी Road:VITHAL NARAYAN PURAV MARG Area:CHEMBUR (E)
199,ACHARYA GARDEN/ DIAMOND GARDEN,19.0524716898,72.8998911661,Marathi:आचार्य गार्डन / डायमन्ड गार्डन Road:VITHAL NARAYAN PURAV MARG Area:CHEMBUR (E)
1100,16TH RD/KHAR,19.0731566557,72.8310278675,Marathi:16'थ रोड Road:CHITRAKAR DHURANDHAR MARG Area:KHAR (W)
201,DR.AMBEDKAR GARDEN,19.0617000214,72.9004992502,Marathi:डॉ. आंबेडकर गार्डन Road:MAHARSHI DAYANAND SARASWATI MARG Area:CHEMBUR (E)
202,G.T.HOSPITAL,18.9466976897,72.8326815864,Marathi:जी.टी. हॉस्पिटल Road:LOKMANYA TILAK MARG Area:DHOBITALAO
203,MAHATMA GANDHI HOSPITAL,18.9974111184,72.8404253165,Marathi:महात्मा गांधी हॉस्पिटल Road:DR.S.S.RAO MARG Area:PAREL
204,K.E.M.HOSPITAL,19.0017326072,72.8410046737,Marathi:के.इ.एम. हॉस्पीटल Road:DR.ERNEST BORGES MARG Area:PAREL
205,BHOIWADA,19.00540477,72.8446524779,Marathi:भोइवाडा Road:JERBAI WADIA MARG Area:BHOIWADA
207,SPRING MILL,19.0118700268,72.8489479999,Marathi:स्प्रिंग मिल Road:G.D.AMBEKAR MARG Area:DADAR (E)
208,SAHAKAR NGR.,19.0119676036,72.8515555575,Marathi:सहकार नगर(वडाळा) Road:WADALA-SEWREE MARG NO.26 Area:WADALA (W)
209,MADHAV NGR.,19.0127006388,72.8547913263,Marathi:माधव नगर Road:RAFI AHMED KIDWAI MARG Area:WADALA (W)
210,AZAD NGR.,19.0140030056,72.8556198379,Marathi:आझाद नगर(वडाळा) Road:RAFI AHMED KIDWAI MARG Area:WADALA (W)
211,WADALA STN./P.& T.QTRS.,19.0155245176,72.8571218749,Marathi: Road:RAFI AHMED KIDWAI MARG Area:WADALA (W)
213,WADALA GATE NO 4,19.018494427,72.8601142882,Marathi: Road:RAFI AHMED KIDWAI MARG Area:WADALA (W)
214,AMULAKH HIGH SCHOOL,19.0206853407,72.860779476,Marathi:आमुलाख शाळा Road:RAFI AHMED KIDWAI MARG Area:WADALA (W)
