stop_id,stop_name,stop_lat,stop_lon
48,UNIT TRUST OF INDIA,19.0497416652,72.8282118951
49,BND RECLAMATION BUS STN.,19.0479973563,72.8270317232
50,MANTRALAYA,18.9286867079,72.8246703809
53,SWAMI D.SARASWATI CHK.,18.9352074179,72.8372271041
54,COM.GULABRAO GANACHARYA CHK.,18.9863670871,72.8316745739
3150,AHILYABAI HOLKAR CHK.,18.9330977924,72.8276953244
57,DEEPAK CINEMA,19.0039888648,72.8308951601
3212,ANTOP HILL EXTN.,19.0256927539,72.8701629511
63,KHERWADI JN.,19.0616975349,72.8462830433
64,CARDINAL G.SCHOOL/TEACHER'S CLY.,19.06831,72.84679
66,VILE PARLE SUB-WAY,19.0913002166,72.8445839533
67,GUJRAT SCTY./DAYALDAS RD.,19.09708,72.85107
68,SATHE COLLEGE,19.09753,72.84911
70,HANUMAN SCTY.BLDG NO.5,19.10481,72.85206
71,MATRUCHAYA,19.10361,72.85001
73,GARWARE CHK./ KOLDONGRI NO.2,19.1100458671,72.8517662203
3234,MAHIM ( PARADISE ),19.0371459309,72.8422639351
76,AGARKAR CHK.,19.12097,72.84962
3153,N.C.P.A.,18.9260702372,72.8208040647
79,VAKOLA POLICE STN.,19.0797822132,72.8469872126
80,PARLE TILAK SCHOOL,19.10333,72.84848
83,P.THAKRE CHK.,19.01805,72.83548
86,NAV SCTY.,19.09998,72.85283
87,NAVY NGR.,18.9079393907,72.8059461549
89,DHOBI GHAT(NAVY NGR.),18.9071273957,72.8122976258
92,OLD CUSTOM HOUSE,18.93005,72.83481
93,NEW CUSTOM HOUSE,18.9339820113,72.8398293833
3420,GOREGAON CHECK NAKA NO 1,19.1663606963,72.8574310457
3262,AHILYABAI HOLKAR CHK.,18.9333194533,72.8277272066
107,P.MOHD.RAFI CHK.,19.0521364408,72.8380851949
3264,AHILYABAI HOLKAR CHK.,18.9318936516,72.8272023862
109,KHAR,19.0691726662,72.8336219991
110,ST.TERESA CONVENT SCHOOL,19.075500175,72.8375026265
111,SANTACRUZ STN.RD.,19.0810769173,72.837867407
112,KHIRA NGR.,19.08696,72.83825
113,SANTACRUZ DEPOT,19.09183,72.83859
3281,WORLI SEA FACE (N),19.0123344726,72.8172658624
17,A.H.ANSARI CHK./ NEW NAGPADA,18.97051,72.83282
3154,J.V.P.D.BUS STN.,19.1167743131,72.8298176782
126,BEST NGR.,19.15715,72.83504
128,OSHIWARA DEPOT,19.1509965982,72.8358283704
130,K.C.COLLEGE,18.929281524,72.8281831323
3160,A.H.ANSARI CHK./ NEW NAGPADA,18.967139193,72.8326984131
134,JUHU KOLIWADA,19.08599,72.82813
135,JUHU TARA,19.09008,72.82746
136,ROYAL HOTEL,19.09221,72.82793
137,JUHU BEACH,19.09542,72.82822
3304,BLOSSOM CO.,19.1171,72.88088
3305,GHATKOPAR STN.(W),19.0863782672,72.9082562211
3306,GHATKOPAR POST OFFICE,19.08738,72.90586
3308,SARVODAYA HOSPITAL,19.0889644943,72.9067850074
3165,MAJESTIC CINEMA,18.9572378308,72.8195459822
147,RUIA COLLEGE,19.0218525295,72.8508539417
148,JAGATDEV.N.VARMA CHK/KAPOLE NIWAS,19.0230088253,72.8517122486
149,MAHESHWARI UDN.,19.0268913676,72.855319674
150,GANDHI MARKET,19.03259,72.85856
151,LOKMANYA TILAK HOSPITAL,19.03592,72.86017
152,JAIN SCTY.,19.0388187232,72.8614136529
153,RANI LAXMIBAI CHK.(NEAR RD NO.1),19.0441117981,72.8644811679
154,RANI LAXMIBAI CHK.,19.0439417564,72.8643607675
3143,M.I.D.C.ELECTRONIC ZONE,19.1072045441,73.0230654733
156,CHUNABHATTI,19.0520127947,72.8675204409
157,CHUNABHATTI BUS TERMINUS,19.0515318033,72.8688013219
159,CHUNABHATTI PHATAK,19.0532195859,72.8693872584
160,TATA CLY.,19.0528646482,72.8733998431
161,SHIVSHRUSTI,19.0545094486,72.8817515577
165,NEHRU NGR.,19.06194,72.88368
3334,KURLA S.T.DEPOT,19.0563956613,72.8836398328
169,KURLA BUS STN (E),19.0650032738,72.8807763647
170,EVERARD NGR.,19.050767722,72.8755218026
171,PRIYADARSHANI,19.0534855453,72.8821593754
173,LOKSHAHIR SATHE UDN./SUMAN NGR.,19.0536293719,72.8858287112
174,UMARSHI BAPPA CHK.,19.054061719,72.8895960962
175,BHAKTI BHAVAN,19.05269,72.8906
176,BASANT PARK,19.0512139349,72.8934890263
177,NAVJEEVAN SCTY.,19.04804,72.89335
178,CHEMBUR CLY.,19.04552,72.89407
179,MARAWALI CHURCH,19.0420743965,72.8933417269
180,AZIZ BAUG,19.0378270274,72.8948623173
181,VASHI NAKA,19.032979078,72.8962356083
3353,BANDRA TALAO,19.056678154,72.8366447603
191,DHANMILL NAKA,19.0092549143,72.830710765
3664,CADBURY JN.(THANE),19.2046147257,72.9689005267
198,SANDUWADI,19.07775,72.90388
199,ACHARYA GARDEN/ DIAMOND GARDEN,19.0531023808,72.8999272786
201,DR.AMBEDKAR GARDEN,19.0617000214,72.9004992502
3368,Y.B.CHAVAN PRATISHTHAN/MANTRALAYA,18.92449,72.825
203,MAHATMA GANDHI HOSPITAL,18.99775,72.84076
3665,DOMESTIC AIRPORT TERMINAL 1-B,19.09352,72.85585
205,BHOIWADA,19.0057634736,72.8459653835
3375,INDIAN OIL NGR.,19.063863851,72.9125989571
208,SAHAKAR NGR.,19.0123062006,72.8505251388
3377,ANUSHAKTI NGR.,19.0431901964,72.9237352525
3379,ANUSHAKTI NGR.BUS STN.,19.0426831117,72.9263530885
3380,ANUSHAKTI NGR.BUS STN.,19.0425405932,72.9262390529
216,MATUNGA POLICE STN.,19.0306969734,72.8578706005
217,GURU TEGH BAHADUR NGR STN,19.0373299973,72.8651769378
218,SARDAR NGR.NO 2,19.0367316161,72.8683419445
219,SARDAR NGR.NO 4,19.0334861212,72.8665395
32,CITYLIGHT CINEMA,19.0302593381,72.8417167644
3397,STATE BANK,19.11531,72.87979
224,ANTOP HILL,19.0262201759,72.8662147394
3404,SANTACRUZ STN.RD.,19.0791444982,72.8377382955
231,GANDHI MARKET,19.0323603254,72.8587289073
232,TATA HOSPITAL,19.00444,72.84307
233,BACKBAY DEPOT,18.90978,72.81726
234,PRESIDENT HOTEL,18.9134,72.8209
235,CUFFE PARADE MACCHIMARNGR.,18.91811,72.82491
237,Y.B.CHAWAN PRATISHTHAN,18.9252220278,72.8269385873
238,LION'S PARK,19.0598014333,72.8723226701
3185,OMKARESHWAR MANDIR,19.2301235535,72.8629029885
240,GOL BUILDING,19.065987122,72.8748761331
241,ANJANABAI MAGAR,19.0639996144,72.8741680299
242,KURLA DEPOT,19.0757417884,72.8774939691
243,SHEETAL CINEMA,19.08222,72.88204
244,KAMANI,19.08512,72.88515
245,MUKUND CO./ P.W.D.OFFICE,19.08475,72.88985
246,NARAYAN NGR.,19.0897958802,72.9041725358
248,CHIRAG NGR.,19.0856997434,72.8937441072
249,GHATKOPAR POLICE STN.,19.08686,72.89973
250,GHATKOPAR PIPE LINE,19.08758,72.90282
251,SARVODAYA HOSPITAL,19.0887211611,72.9066026172
3433,IRANI BRIDGE,18.9593,72.81453
258,DHOBI GHAT(CUFF PARED),18.91086,72.81841
262,MANEKLAL MUN.SCHOOL,19.0895,72.90269
3444,S.K.PATIL GARDEN,18.9497842282,72.8209175722
3445,SUKH SAGAR,18.9561533962,72.8136228082
265,BARVE NGR.,19.0912761424,72.9075360259
3447,D.A.V.COLLEGE,19.1392570347,72.9360546129
3448,UDAY SHREE MARG,19.1506087339,72.9486717241
3454,INS ASHWINI HOSPITAL,18.90259,72.81507
3460,VASHINAKA M.M.R.D.A.CLY.,19.037543051,72.9087883465
3461,VINAY HIGH SCHOOL,19.0332224931,72.9019648068
3464,CHEMBUR NAKA/SWAMI VIVEKANAND CHK.,19.0510332454,72.893175816
3466,NAHUR RLY.STN.,19.1570342603,72.947105314
282,GHATKOPAR STN.(W),19.0871057415,72.908999193
45,TELEPHONE EXCHANGE,19.0512020027,72.8358937418
294,MADINA MANZIL,19.17196,72.84522
295,BEHRAM BAUG,19.14685,72.83669
296,GOREGAON DEPOT,19.1535354906,72.8356634416
3488,ADARSH NGR.,19.15093,72.88212
298,CUFFE PARADE POLICE STN.,18.9122132925,72.8178167585
299,WORLD TRADE CENTRE,18.91521,72.8187
300,G.D.SOMANI SCHOOL,18.91632,72.81945
3502,WADIA MATERNITY HOSPITAL,19.00279,72.84256
305,RANI LAXMIBAI CHK/ROOPAM CINEMA,19.04573,72.86513
47,PARIJAT,19.0509383316,72.8299714242
308,MAKER TOWER,18.91627,72.81747
455,DOORDARSHAN,19.00592,72.81806
319,S.G.BARVE MARG NAKA,19.05764,72.88813
321,AMAR MAHAL,19.06614,72.90068
327,GHATKOPAR DEPOT/CASURINA,19.1149591935,72.9348045886
328,VIKHROLI VILLAGE,19.1045377361,72.9304701388
332,VIKHROLI STN.RD.(E),19.1090997389,72.9323798717
333,GHATKOPAR BUS STN./GKD,19.0879619559,72.9182232873
3540,COLABA BUS STN./POST OFFICE,18.9116703775,72.8214156199
338,DR.AMBEDKAR GARDEN/CHEMBUR STN.,19.0615553318,72.9017346991
3544,VEEJ BHAVAN,18.9214466078,72.8264450609
340,ACHARYA MARATHE COLLEGE,19.05857,72.90791
341,SAMRAT ASHOK NGR.,19.05542,72.91054
344,TROMBAY,19.0335852151,72.950019518
346,R.C.F.CLY./GOLF CLUB,19.0484776437,72.900488597
347,WADAVLI VILLAGE/BORLA SOC.,19.0460639837,72.9006001706
348,BASANT TALKIES,19.04585,72.90421
349,PANJARAPOL,19.04572,72.90766
350,DEONAR DEPOT,19.04551,72.91119
351,PUNJAB WADI,19.04562,72.9146
352,TELECOM FACTORY,19.04497,72.91765
353,RAJ KAPOOR CHK./ BHABHA HOSPITAL,19.04391,72.92127
354,ANUSHAKTI NGR.,19.0427942436,72.9265934122
355,MANKHURD STN.RD.,19.04264,72.93041
356,MANDALA,19.04173,72.93538
357,CHEETA CAMP,19.03832,72.94481
358,SANT MUKTABAI HOSPITAL,19.0864145469,72.8976494035
359,MAROL MAROSHI BUS STN.,19.11854,72.88035
360,BAIL BAZAR,19.08615,72.88103
361,JARIMARI,19.0911086676,72.8821503549
362,SAFED POOL,19.09658,72.88368
363,DR.DATTA SAMANT CHK./SAKI NAKA,19.1041391679,72.8867717468
364,MITTAL EST.,19.1069574935,72.8840680801
365,MAROLNAKA/MATA RAMABAI AMBEDKAR CHK,19.10805,72.87978
366,MAROL VILLAGE,19.1122493277,72.8789826118
367,BOROSIL GLASS FACTORY,19.11745,72.88338
369,STATE BANK,19.1064377425,72.8883301645
370,CHANDIVLI JN.,19.1097629099,72.8878151804
371,E.S.I.S.LOCAL OFFICE,19.1222519659,72.8914200693
372,"DR.AMBEDKAR UDN., POWAI",19.1257,72.89437
374,MORARJI NGR.,19.1293070543,72.8961407571
62,KALA NGR.,19.0531099866,72.8470974172
378,R.T.O.OFFICE,19.0721038956,72.9096988709
379,RAMABAI NGR.,19.0801547885,72.9176653879
380,NALANDA SCTY.,19.0748,72.91299
381,GODREJ SOAP CO.,19.0912469396,72.9249824541
387,GANDHI NGR.,19.12593319,72.9251481543
388,TAGORE NGR.JN.,19.1244113345,72.9376615182
389,MANSUKH DYEING CO.,19.1262016157,72.9327930467
390,KANJUR VIILLAGE,19.13262,72.93624
391,ANKUR HOSPITAL,19.13129,72.93564
392,CROMPTON GREAVES,19.13442,72.93496
393,ADARSH VIDYALAYA,19.13689,72.93459
3610,JAIHIND CINEMA,18.9841271444,72.8353711632
395,BHANDUP STN.(E),19.14334,72.93988
396,WORLI DEPOT,19.01664,72.82098
400,BABASAHEB WORLIKAR CHK.,19.012987336,72.8232323021
402,PRABHADEVI,19.0172881336,72.8301416725
403,SIDDHIVINAYAK MANDIR,19.01612,72.82836
404,AGAR BAZAR,19.01869,72.83387
405,RANADE RD.,19.02224,72.83782
406,HUMA TALKIES,19.1323495408,72.9273582945
407,DOCKYARD CLY.,19.131452483,72.9269908319
409,BIRLA CO.,19.13656,72.92976
410,MANGATRAM PETROLPUMP,19.1404419315,72.9312937526
3647,MILIND NGR.,19.1255466416,72.8932870522
3649,"AHILYABAI HOLKAR CHK.,EROSS CINEMA",18.932536676,72.8281513439
3650,JEEVAN BIMA MARG,18.92912,72.82333
3651,MANTRALAYA MAIN GATE,18.9273811993,72.8257588135
3652,NARIMAN POINT FIRE BRIGADE,18.9229664422,72.8266600357
3653,FREE PRESS HOUSE,18.9228243562,72.8235701309
3654,K.C.COLLEGE,18.9294312307,72.8281406151
3655,FREE PRESS JOURNAL MARG,18.92449,72.825
434,E.S.I.S.HOSPITAL,19.1784778957,72.9445733087
3662,"DNYANSADHANA COLLEGE,KOPARI",19.1823710767,72.965154438
3663,LOUISWADI,19.1972642074,72.9626463938
438,J.V.P.D.BUS STN.,19.11633,72.83124
439,MARINE LINES RLY. STN.,18.9474403665,72.8227821057
440,S.K.PATIL GARDEN,18.9494620488,72.8206177013
441,PT.PALUSKAR CHK.,18.9568028019,72.8156612871
443,BABULNATH RD.JUN.,18.9591657008,72.8096414574
3685,MARATHON CHK.(TEEN HATH NAKA),19.1886909233,72.963720333
445,CUMBALA HILL POST OFFICE,18.96944,72.80889
446,JASLOK HOSPITAL,18.97278,72.80917
447,VATSALABAI DESAI CHK.,18.9790678632,72.8118941321
448,LALA LAJPATRAI COLLEGE,18.98194,72.81444
449,NEHRU PLANETARIUM,18.9888845822,72.8139196724
451,JARIMARI MATA MANDIR/S.T.OFFICE,18.9917489002,72.814065255
452,ACHARYA ATRE CHK.,18.9980791454,72.8170693291
3695,DR.SHAMAPRASAD MUKHERJI CHK.,18.9257294702,72.8321742593
458,NATIONAL COLLEGE,19.0622964519,72.8356403624
459,KHAR TEL.EXCHANGE,19.0720836157,72.8339804666
460,KHAR STN RD (W),19.0713022851,72.8373095075
461,RAMKRISHNA MISSION,19.07499,72.83367
467,BALKANJI BARI SCHOOL,19.08469,72.83294
468,JUHU HOTEL,19.1263428419,72.8212670077
469,JUHU BUS STN.,19.1074884012,72.8267706888
470,PARSI CLY.,19.0997,72.82757
471,BHARATIYA AROGYA NIDHI HOSPITAL,19.1121516972,72.829045202
473,WADALA DEPOT,19.0144662894,72.8529027352
3707,BHATWADI,19.0869772623,72.9080510101
3708,BABU GENU MARKET,19.0912558649,72.9113393983
3709,JIJAMATA BHOSLE MARG JN.,19.0707750064,72.9072529376
3710,UNIT NO.32,19.1639865195,72.8698791521
3712,B.A.R.C.GATE NO.6,19.14787,72.84814
3713,PRIYADARSHANI,19.0531914547,72.8825706479
483,MUMBAI CENTRAL DEPOT,18.9685071128,72.8224398713
485,MUMBAI CENTRAL STN.,18.9688476504,72.8197714356
486,NAIR HOSPITAL,18.9706921012,72.8213427047
487,AGRIPADA POLICE STN.,18.97748,72.82403
488,SANT GADGE MAHARAJ CHK.,18.98251,72.82793
489,KASTURBA GANDHI HOSPITAL,18.98379,72.82923
491,RALLI WOLF,19.1714654448,72.9407538431
492,JOHNSON & JOHNSON CO.,19.175518921,72.9424275415
494,MULUND-W CHECK NAKA BUS STN.,19.1828554594,72.9539288537
3728,AIROLI OCTROI NAKA,19.1537100444,72.9638208406
496,SEVEN BUNGALOWS BUS STN.,19.13046,72.82047
497,GOVERNMENT LOW COLLEGE,18.93552,72.82413
498,GYMKHANA,18.9451,72.8225
499,TARAPOREWALA AQUARIUM,18.94932,72.81945
500,WILSON COLLEGE,18.95606,72.81149
501,NANA CHK.,18.9623112126,72.8133661727
502,BHATIA HOSPITAL,18.9650101888,72.8129584769
503,VASANTRAO NAIK CHK.,18.97028,72.81494
504,AIR CONDITION MARKET,18.97743,72.81154
509,ESIC NGR.,19.12083,72.82989
511,INDIAN OIL NGR.,19.1270632241,72.8310622232
512,FOUR BUNGALOWS,19.1284417882,72.82878771
513,BALLARD PIER,18.9334492231,72.8420878033
514,SAIDHAM,18.9579684073,72.8170568923
522,GOREGAON BUS STN(W),19.1650686232,72.8484736719
523,PODDAR HOSPITAL/SIDDHARTH NGR.,19.00085,72.81608
524,POLICE CLY.,19.0083,72.81473
525,OLD KHAR,19.0655773197,72.8372876844
529,D.N.NGR./BARFIWALA VIDYALAYA,19.1231,72.83058
3763,KANE NGR.,19.0283704174,72.8664293162
534,ADARSH NGR.,19.14442894,72.8293481534
538,VIVEK VIDHYALAYA,19.158987986,72.8395472803
541,P.THAKRE UDN.BUS STN.,18.99819,72.8525
543,SEWREE NAKA,18.99837,72.84973
3778,ANAND NGR.POLICE CHKY,19.1775703582,72.9676671316
545,HAFFKINE INSTITUTE,19.00153,72.84415
547,PAREL S.T.DEPOT/SANT ROHIDAS CHK.,19.0093144166,72.8332590801
239,KURLA POST OFFICE,19.068988619,72.8752409136
551,ARYA SAMAJ MANDIR,19.079,72.83433
552,SANTACRUZ POLICE STN,19.0841184839,72.834415933
2625,PHATAK TECH.SCHOOL,19.08098,72.85033
561,FILMISTAN,19.16404,72.84585
3809,MUMBAI CENTRAL STN.,18.9688759396,72.8206560592
3810,MUMBAI CENTRAL STN.(ON BRIDGE),18.9689266706,72.8184888344
3815,NAVJEEVAN SCTY.,18.967120636,72.8141865711
3849,R.C.F.CLY.(SHRIKRISHNA SOC.,19.1515411602,72.9455174463
578,NEW AGRIPADA,19.085541315,72.845785583
3846,SHIVAI VIDYALAYA,19.1525141211,72.9461397188
3847,NAHUR STN.(E),19.1540546309,72.9468692796
590,KURLA STN (W),19.0666319246,72.8793608576
3853,DEONAR VILLAGE,19.0500859672,72.9198449744
3854,MAHALAXMI MANDIR,19.0479765724,72.9202312125
3855,TELECOM FACTORY,19.0455020559,72.9187291754
3859,KACHWADI,19.0523575931,72.9168409003
602,VAKOLA PIPE LINES,19.08067,72.85208
603,MILITARY CAMP,19.08198,72.85795
604,KALINA,19.07741,72.86207
605,VIDYA NGRY,19.07336,72.86092
3873,PETROLEUM HOUSE,19.20601,72.98222
3874,RAHEJA CHEMBERS,18.9240625307,72.8250828968
608,METRO PLAYING CARDS,19.073794957,72.8694687998
610,BUDDHA NGR.,19.07338,72.88031
611,MEHTAB LANE(KURLA MARKET),19.0705257328,72.8793393999
3893,NATIONAL(HINDUJA)HOSPITAL,19.0321196196,72.8395790925
3157,CHANDAN CINEMA,19.1160038861,72.827543165
622,VILE PARLE STN.(E),19.10085,72.84464
623,PARLESHWAR MANDIR,19.10304,72.84584
624,VISHAL HALL/PRAKASH STUDIO,19.1187,72.85181
625,NATRAJ STUDIO,19.1176,72.85359
627,CHAKALA,19.11498,72.85813
629,MAROL DEPOT,19.11774,72.86429
3263,AHILYABAI HOLKAR CHK.,18.9333245275,72.8276842913
632,DOMESTIC AIRPORT JUN.,19.0959234152,72.8525662073
634,HANUMAN RD.,19.10226,72.85469
635,BAHAR CINEMA,19.11093,72.85379
108,BANDRA TALKIES/SHROFF EYE HOSPITAL,19.060668892,72.8370565687
638,SHANKARWADI,19.12948,72.85541
639,ISMAIL YUSUF COLLEGE,19.1345,72.85538
640,JOGESHWARI POLICE STN,19.13961,72.85509
641,S.R.P.CAMP,19.14635,72.85634
642,MAHANANDA DAIRY,19.15051,72.8566
643,VANRAI/ MHADA CLY.,19.15371,72.85678
644,GOREGAON CHECK NAKA NO 1,19.1661755084,72.8582061784
3924,MANPADA,19.2352436251,72.9759561223
647,GEN.A.K.VAIDYA MARG JUN.,19.1739864855,72.8593741693
3926,TATWADNYAN VIDYAPITH,19.2227454015,72.9775257529
653,KURAR VILLAGE,19.19159,72.86636
654,PUSHPA PARK,19.18776,72.8583
3930,SIDDHIVINAYAK TOWER,19.2090009867,72.9736441162
656,MAHINDRA CO. GATE (B.H.A.D.CLY.),19.2059713752,72.8653062478
3932,GARTAN PADA,19.2492579119,72.8659781947
658,MAGATHANE TEL.EXCHANGE,19.21701,72.86674
659,MAGATHANE DEPOT,19.223478006,72.8647912637
663,MAHANT RD./PARLE(E),19.10064,72.85207
664,VILEPARLE STN(E)/DINANATH NATYAGRUH,19.1008051991,72.8446422731
3943,RAILWAY POLICE CLY.(GHATKOPAR,19.083912832,72.9058537645
3944,SAIBABA MANDIR(GHATKOPAR),19.0699759328,72.9007790251
3945,VALLABH PARK(EXTN.RD),19.0845769474,72.9090455932
3946,RLY.POLICE GROUND(EXTN.RD),19.080754445,72.9152951402
3947,KAPILVASTU BUDHHA VIHAR,19.0751942444,72.8608127743
3958,NITIN CO.JUN.,19.1989476342,72.9635740937
679,CHIRA BAZAR,18.94948,72.82479
680,PRINCESS STREET,18.9453655145,72.8277857283
682,THAKURDWAR,18.9524640144,72.8219024931
683,GAIWADI,18.95378,72.82042
3971,MULUND-W CHECK NAKA BUS STN.,19.1835445097,72.9534138696
3972,"MAHARANA PRATAP CHK./""R"" MALL",19.1829365243,72.9479636209
695,CENTRAL TALKIES,18.9562840178,72.8174860457
699,AMBIKA MILL B.STN/H.U.RAKHANGI CHK.,18.99069,72.82302
703,DR.SHAMAPRASAD MUKHERJI CHK./REGAL,18.9235674747,72.8317803649
705,RESERVE BANK,18.93263,72.83621
4230,GOVANDI STN.RD.(E),19.052834414,72.9142288755
710,SHRAWAN YESHWANTE CHK.,18.9880273201,72.8414408185
711,HAKOBA,18.9881287705,72.8392735937
4233,VILE PARLE STN.(E),19.0986356202,72.8445779001
728,MAHIM MACHHIMAR NGR.,19.0448537078,72.8434870224
741,MADHAV NGR.,19.0117483037,72.8527460079
751,CHOWPATI BAND STAND,18.95571,72.80926
1087,DEONAR BEST STAFF QUARTERS,19.0476218126,72.9142717909
754,CHRIST CHURCH SCHOOL,18.9671430782,72.8281291989
755,ALEXANDRA CINEMA,18.9671227856,72.8273459939
3271,MILLENNIUM BUSINESS PARK,19.0969042588,73.0264128701
780,PHOENIX MILL,18.994809588,72.8255180083
781,K.V.YADAV CHK.,18.99774,72.82709
782,BHARATMATA CINEMA,18.9953924587,72.8366343
786,K.E.M.HOSPITAL,19.0020877565,72.8416983106
807,DR.BHADKAMKAR RD.,18.96024,72.81732
808,GANESH TALKIES,18.9883250885,72.8336486797
809,KUMBHARWADA,19.0542,72.89186
810,RESERVE BANK CLY.,19.0526558292,72.8992182986
811,MAITRI PARK,19.049406394,72.9053017293
812,R.K.STUDIO,19.0468102014,72.9080483113
815,VASUDEO B.PHADKE CHK.,18.9432953831,72.8299744109
816,VASUDEO B.PHADKE CHK.,18.9439042479,72.8286011199
819,CHH. SHIVAJI TERMINUS(GPO),18.9384599027,72.8370017985
820,CHH. SHIVAJI TERMINUS,18.9391804134,72.8354246596
822,MINERVA TALKIES,18.96472,72.81837
823,DR.SHIRODKAR HIGH SCHOOL,18.9994,72.83999
824,NAIGAON POLICE CLY.,19.0070821834,72.8470060806
4076,RANI LAXMIBAI CHK.,19.0425509169,72.8637739969
826,KHODADAD CIRCLE (DADAR WORKSHOP),19.016389371,72.8499293115
1027,MOHITE PATIL NGR.,19.05347,72.93514
833,MAHAPOUR NIWAS/SHIVAJI PARK,19.02878,72.83763
837,R.B.I.BANK,19.0577,72.85326
838,INCOME TAX OFFICE,19.05913,72.85472
839,TATA CLY.,19.06031,72.85788
840,BHARAT NGR.,19.06187,72.85953
841,KURLA TEL.STORES,19.0706,72.87125
842,KAPADIA NGR.,19.075173965,72.8726874506
845,GAONDEVI POLICE STN.,18.95992,72.81228
846,APNA BAZAR,19.0071191969,72.8450242498
847,SPRING MILL/HINDMATA CINEMA,19.011075263,72.848478935
849,SHARDA CINEMA,19.0141741156,72.8460688808
851,CHITRA CINEMA,19.0120693366,72.8437367895
855,WILSON COLLEGE,18.9559253102,72.8110249262
861,MADKEBUWA CHK.,19.0054987546,72.8395809614
863,WALKESHWAR,18.94686,72.7958
864,TEEN BATTI,18.94824,72.79861
865,PARSI AGYARI,18.94929,72.8006
866,WHITE HOUSE,18.95082,72.80199
867,SHITAL BAUG,18.9527752769,72.8050943879
869,PHOENIX CHEMICALS,18.9851416694,72.837087777
870,AZAD FLOUR MILL,18.9867243161,72.8388473061
871,NAIGAON POLICE CLY.,19.0079662087,72.8471846798
895,HUTATMA CHK. ( O.C.S.),18.9320825189,72.8312515794
896,HUTATMA CHK. (SIDDHARTH COLLEGE),18.933790825,72.8320904205
897,HUTATMA CHK. (SIDDHARTH COLLEGE),18.9329958767,72.8315519869
900,BANDRA BUS STN(W),19.0541622958,72.8392646526
901,AHILYABAI HOLKAR CHK.,18.9328656479,72.8279718602
902,INCOME TAX OFFICE,18.94578,72.82694
903,MARINE LINES RLY.STN.(KALA NIKETAN),18.9441931305,72.825056619
4149,L & T GATE NO.6,19.1152776743,72.8888451486
4150,HIRANANDANI EST.,19.2514228617,72.981284525
4151,THANE MUN.COMMISSIONER HOUSE,19.2480802944,72.97509649
4152,HIRANANDANI GATE(THANE-W),19.2486272646,72.9782482644
4153,INDIAN BANK(HIRANANDANI THANE-W),19.2498528765,72.9794606229
919,SIR ALIYAWAR JUNG INSTITUTE,19.0520538604,72.8341985857
921,HILL RD.GARDEN/MEHBOOB STUDIO,19.05278,72.82419
922,ST.PETER'S CHURCH,19.0549136361,72.8293491518
924,BANK OF INDIA,19.05527,72.83118
925,BANDRA POLICE STN,19.0560535829,72.8348255967
4165,SARVODAY HOSP/GHATKOPAR POST OFFICE,19.0894098113,72.908063102
4668,RIDDHI SIDDHI,19.137604892,72.8073300378
3446,HEMA PARK,19.1486627838,72.9429425256
954,DHARAVI T JN./TAPASE CHK.,19.04753,72.85245
